account_id,user_id,name,type,mask,balances_current,balances_available,currency_code
7BD8PmlNy9S5vXPvqbgWTxzwMGkp9EcdbMK8o,USR329IV,Plaid Checking,checking depository,0,110.0,100.0,USD
eoWb631DemtnG5MGWQJKtXvGPo6adeirv7law,USR470Uv,Plaid Saving,savings depository,1111,210.0,200.0,USD
QKD9z6mAP3ugeqEeWZvyTjBa1y4n9LfwP3WG8,USR557Nb,Plaid CD,cd depository,2222,1000.0,,USD
ZNWdb6eAzmsEk4akbWvMTgVx3Z1ARQuearDJ5,USR888CC,Plaid Credit Card,credit card credit,3333,410.0,,USD
MADEl6oVdKtk9W49Lo3xsa9JLEjRwBULXe84K,USR101Ec,Plaid Money Market,money market depository,4444,43200.0,43200.0,USD
1GEPJ5mB79tl7eM7DmLnfr5m8wEGXqCp9ZGqk,USR277yT,Plaid IRA,ira investment,5555,320.76,,USD
LWDgM6owxqtZbnNb14BvTdbAXxRMkVik6lyeQ,USR890mz,Plaid 401k,401k investment,6666,23631.9805,,USD
pznagZ9mkWhbEVMEx6ANu5brjnBzx1uplENJg,USR346Lq,Plaid Student Loan,student loan,7777,65262.0,,USD
ornxbQ9odwhLGEPG3DmMTNLMKyVrbaioQknpD,USR587Gv,Plaid Mortgage,mortgage loan,8888,56302.06,,USD
g8Wvpdk6lmTGEnME9rAgsmy9wBQbVDUEN4QLJ,USR542bK,Plaid HSA,hsa depository,9001,6009.0,6009.0,USD
83EW6AqPy9tZwJkwXo9aTvjkayNedQiW7KVZR,USR037Lk,Plaid Cash Management,cash management depository,9002,12060.0,12060.0,USD
E1Da7bvWlkFJkxokPQApfqZmXPQwy6T489PgA,USR076aO,Plaid Business Credit Card,credit card credit,9999,5020.0,4980.0,USD
83rVqGRwKGh7BEQrErMNSvjLKd1WXAuW1ZvRr,USR542rd,Plaid Checking,checking depository,0,110.0,100.0,USD
E1QEv4rNe4tBEvZGvGLaIqZRgyGejrt4RgZMV,USR628FF,Plaid Saving,savings depository,1111,210.0,200.0,USD
LWkyoZbjlZhxaARKAKwGFdbypNjJn8tkQegmq,USR981sU,Plaid CD,cd depository,2222,1000.0,,USD
pzBp9VXLwVIo1v9kvk48S5bEdKakRZhprJ9qX,USR138nO,Plaid Credit Card,credit card credit,3333,410.0,,USD
orzN9VLXEVTpyaJkak48UNLkpBxAmdCoMp4PA,USR352dx,Plaid Money Market,money market depository,4444,43200.0,43200.0,USD
g8gZkVJA9VIjzm1NmNdVHmy4dZ7JNosEVLjGd,USR465JE,Plaid IRA,ira investment,5555,320.76,,USD
83rVqGRwKGh7BEQrErMNSvjqGKVmPJCW1ZvRE,USR637Ps,Plaid 401k,401k investment,6666,23631.9805,,USD
E1QEv4rNe4tBEvZGvGLaIqZx9gApDBC4RgZMv,USR958Ub,Plaid Student Loan,student loan,7777,65262.0,,USD
WdxgzG48NGhZn7e676bXS1WMgwjrvAt69Po5d,USR432HO,Plaid Mortgage,mortgage loan,8888,56302.06,,USD
AePbp39QN3ixvbgAbAmlFyAN5aPG3wF9j4Rkn,USR600iP,Plaid HSA,hsa depository,9001,6009.0,6009.0,USD
GpMBoPk3ZPInGwkMwM8dCrK5Zy61JaC6BGJLD,USR702jw,Plaid Cash Management,cash management depository,9002,12060.0,12060.0,USD
nKr1wVJpEVsLjEB8E8QvSpdKM7vL3jfAe3PXx,USR967NT,Plaid Business Credit Card,credit card credit,9999,5020.0,4980.0,USD
DWz3rdP35Bi5klxAKN9Vsl8N6JmZegCdmdeBo,USR761gu,Plaid Checking,checking depository,0,110.0,100.0,USD
VQy8XNb85qF5JMjZDX1gsMRBn164kQIlblkXm,USR940yP,Plaid Saving,savings depository,1111,210.0,200.0,USD
wpXBz8WBjqSVPlg3579ZunLjxB1Qb4CMAM9x9,USR721Sq,Plaid CD,cd depository,2222,1000.0,,USD
5NMZw9vZg5IEo8l9PLzmSBgRe7aEdoiJzJVAl,USR051Ap,Plaid Credit Card,credit card credit,3333,410.0,,USD
AgkrlBarRKfZLznP7dV5uyqBJ56Lw7uMRMwlm,USR525bL,Plaid Money Market,money market depository,4444,43200.0,43200.0,USD
GqxaGNea5du5yrxWQ7mzsrxglZmQaPuwJw9XL,USR981TN,Plaid IRA,ira investment,5555,320.76,,USD
nPQoX8ZozASKN56JzkoXHp4mAMyZjEFDPDkN7,USR375UA,Plaid 401k,401k investment,6666,23631.9805,,USD
blz4amB4JyU4m538BPRZHzynBg8PZKFPgPL1g,USR668BV,Plaid Student Loan,student loan,7777,65262.0,,USD
mNXpe8QpkAIqmrDjkzGZHW497Bb3DNHkRkjn7,USR056dz,Plaid Mortgage,mortgage loan,8888,56302.06,,USD
ygWxa8GxerfjV8Xr3va7uK8lR5E6zdCMkMdby,USR678Jt,Plaid HSA,hsa depository,9001,6009.0,6009.0,USD
9eMpv9qpA6Ia6znZolveSkQlD7b9yLiBzB8w4,USR745Bz,Plaid Cash Management,cash management depository,9002,12060.0,12060.0,USD
GqxaGNea5du5yrxWQ7mzsrxgyAlBMaiwJw9XG,USR625kR,Plaid Business Credit Card,credit card credit,9999,5020.0,4980.0,USD
y4zENX7nR7UXKB76ZznycK8re41kjZH43qJnp,USR398kh,Plaid Checking,checking depository,0,110.0,100.0,CAD
9PNm1azEjzSnKAe8E1gyHkQNer64Xjh4GW7yJ,USR986Sg,Plaid Saving,savings depository,1111,210.0,200.0,CAD
