id,accountId,date,description,amount,currency,status,type,providerTransactionId
61d0f51852cf4066879a5c72177a8b81,d6cc56bc402a4685829f0de347af4c63,2025-10-31,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1001
5b7ab10b3f4c46d9b7b649c17ea716f1,d6cc56bc402a4685829f0de347af4c63,2025-10-24,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1002
04a06d0f39b74519a61acf2b7049b27b,d6cc56bc402a4685829f0de347af4c63,2025-10-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1003
d360443a101e40f889726601adb810b5,d6cc56bc402a4685829f0de347af4c63,2025-10-17,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1004
d1e206a2e44446c3be09b534be795a35,d6cc56bc402a4685829f0de347af4c63,2025-10-10,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1005
055a5eb2f72d4578905e28d1f9ccb042,d6cc56bc402a4685829f0de347af4c63,2025-10-03,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1006
a5abfdfda4c84ff0b31c86f85ff626fd,d6cc56bc402a4685829f0de347af4c63,2025-09-26,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1007
1eaa42375996459c9e32de69296b10d6,d6cc56bc402a4685829f0de347af4c63,2025-09-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1008
40d5f7c41ffa4c8188c6bfb0963b2fa3,d6cc56bc402a4685829f0de347af4c63,2025-09-19,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1009
cf3f64cd3cdc444693ed940b00d0baab,d6cc56bc402a4685829f0de347af4c63,2025-09-12,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1010
95fd4bb1e6204fe1b8ab988c0aa428ba,d6cc56bc402a4685829f0de347af4c63,2025-09-05,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1011
e6f5e73933524265ac63078d21a4128b,d6cc56bc402a4685829f0de347af4c63,2025-08-29,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1012
22b372856057478eaf75d2fb3b6e3fde,d6cc56bc402a4685829f0de347af4c63,2025-08-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1013
54e705bc02084693a8f35494317cfb5a,d6cc56bc402a4685829f0de347af4c63,2025-08-22,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1014
a1859804e25d4b5fa6199a9d83485ef8,d6cc56bc402a4685829f0de347af4c63,2025-08-15,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1015
9c188d6abd5d4220beb01be170e6d014,d6cc56bc402a4685829f0de347af4c63,2025-08-08,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1016
cc40d916a4f74bcd96d64eb4ef598f37,d6cc56bc402a4685829f0de347af4c63,2025-08-01,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1017
5ed7f97aac0840f08d5505865994544e,d6cc56bc402a4685829f0de347af4c63,2025-07-25,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1018
2a8035b8dd8e40658a16cf7849e621f7,d6cc56bc402a4685829f0de347af4c63,2025-07-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1019
dcdc1e539f3c4e8fa358a0b8074155c8,d6cc56bc402a4685829f0de347af4c63,2025-07-18,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1020
cd56202b634e4b5fb8e197c2b591faf0,d6cc56bc402a4685829f0de347af4c63,2025-07-11,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1021
9cd013aa02c9470c92fda9eeabbcca23,d6cc56bc402a4685829f0de347af4c63,2025-07-04,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1022
6faaa9e2381d46aabf18103c67dedf26,d6cc56bc402a4685829f0de347af4c63,2025-06-27,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1023
402da1fb036c4110a5dd78ba07a6248d,d6cc56bc402a4685829f0de347af4c63,2025-06-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1024
1ce1b404af14497fbe6c4fdfce4b1fa1,d6cc56bc402a4685829f0de347af4c63,2025-06-20,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1025
638f5fc7912c45b8a8b91fd788e73d04,d6cc56bc402a4685829f0de347af4c63,2025-06-13,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1026
4e99fa0cc68148d2b397235c862b9258,d6cc56bc402a4685829f0de347af4c63,2025-06-06,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1027
e3528ec5b6764523968f8a9c33bda209,d6cc56bc402a4685829f0de347af4c63,2025-05-30,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1028
668064aa04ec49c983359254ef8ea1c3,d6cc56bc402a4685829f0de347af4c63,2025-05-23,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1029
687db99d94114ea886f57754d96fb9b3,d6cc56bc402a4685829f0de347af4c63,2025-05-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1030
540d72ddbf8442c29ac96b3a1fb9514a,d6cc56bc402a4685829f0de347af4c63,2025-05-16,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1031
95b5dc5ee2aa47d3aca4da7b3e7a1c9e,d6cc56bc402a4685829f0de347af4c63,2025-05-09,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1032
d836e3176c684a2bbc509816e50b3dcb,d6cc56bc402a4685829f0de347af4c63,2025-05-02,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1033
fc02bf22d449404c8006f90608288a70,d6cc56bc402a4685829f0de347af4c63,2025-04-25,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1034
c86ecd9839c14fe4ac0cf7e85aaeb125,d6cc56bc402a4685829f0de347af4c63,2025-04-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1035
7111633c715a4125aca132141acb0661,d6cc56bc402a4685829f0de347af4c63,2025-04-18,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1036
1e292534c0ee43c28153afc9983e64a5,d6cc56bc402a4685829f0de347af4c63,2025-04-11,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1037
8c8c131ed05e4331806a899d7bd5ea24,d6cc56bc402a4685829f0de347af4c63,2025-04-04,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1038
6496ae2c146e4d14baff755ccbeffb1a,d6cc56bc402a4685829f0de347af4c63,2025-03-28,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1039
69e49a4eb4d748ac87bbe35a168a493a,d6cc56bc402a4685829f0de347af4c63,2025-03-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1040
576fa20ff595485ba05af7043ad19e73,d6cc56bc402a4685829f0de347af4c63,2025-03-21,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1041
4307d386d87245018944927d2d6b2446,d6cc56bc402a4685829f0de347af4c63,2025-03-14,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1042
a0c2903aabd94328a851674053304e92,d6cc56bc402a4685829f0de347af4c63,2025-03-07,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1043
bd9cc98d25814eb79c5d1ac41bb06a72,d6cc56bc402a4685829f0de347af4c63,2025-02-28,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1044
150635bf42f64d3e8d0b0bfa401f88c9,d6cc56bc402a4685829f0de347af4c63,2025-02-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1045
744cf01cff4a430eb0c01992689d4ee7,d6cc56bc402a4685829f0de347af4c63,2025-02-21,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1046
2e9ea02e53814404ab69e0698e747e5f,d6cc56bc402a4685829f0de347af4c63,2025-02-14,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1047
711735a5f23948189ff15fd67b10a656,d6cc56bc402a4685829f0de347af4c63,2025-02-07,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1048
276ce62fcbe34df2a07f2f5ce019afab,d6cc56bc402a4685829f0de347af4c63,2025-01-31,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1049
7628bfffe83c4c17947e1ce6487e14c2,d6cc56bc402a4685829f0de347af4c63,2025-01-24,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1050
214ca914698f4c0eb11c532ed6ccf3eb,d6cc56bc402a4685829f0de347af4c63,2025-01-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1051
359d0290ee884abc9d8fddd9165fbca0,d6cc56bc402a4685829f0de347af4c63,2025-01-17,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1052
52296fbbd4b7407793c3c80a31c5bcbf,d6cc56bc402a4685829f0de347af4c63,2025-01-10,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1053
ca42d6b027e04a0ba645509f9d118645,d6cc56bc402a4685829f0de347af4c63,2025-01-03,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1054
2e43b92a7a8c446190ff82f9ec720f91,d6cc56bc402a4685829f0de347af4c63,2024-12-27,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1055
02c7b5534b2b4ceeaf1358c6c4f0c4ee,d6cc56bc402a4685829f0de347af4c63,2024-12-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1056
34f83118ec5943e4af74ce04e288dcd8,d6cc56bc402a4685829f0de347af4c63,2024-12-20,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1057
297318fc6fba4bf292db4017dda4f6d4,d6cc56bc402a4685829f0de347af4c63,2024-12-13,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1058
df91bc72745843fc9386a1ed4e4b8d23,d6cc56bc402a4685829f0de347af4c63,2024-12-06,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1059
a8b4b79b107f458bb503cd92427edcb1,d6cc56bc402a4685829f0de347af4c63,2024-11-29,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1060
719bbe95dfa847b3b474c9fee17b30b0,d6cc56bc402a4685829f0de347af4c63,2024-11-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1061
3e46282b320f439bb5e21ae27161483c,d6cc56bc402a4685829f0de347af4c63,2024-11-22,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1062
9a989d3696a74c229eae30b4bb553ca6,d6cc56bc402a4685829f0de347af4c63,2024-11-15,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1063
62f16bd4dac4457d9a90a18c46bd3cd6,d6cc56bc402a4685829f0de347af4c63,2024-11-08,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1064
10ff5f5164c347eab2fddacd57805388,d6cc56bc402a4685829f0de347af4c63,2024-11-01,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1065
2a42514cf0ef4bbab0455dbe1dad0ae9,d6cc56bc402a4685829f0de347af4c63,2024-10-25,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1066
59926266e113432c98bebfbaf822fdd7,d6cc56bc402a4685829f0de347af4c63,2024-10-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1067
5d80a8cb24c740b2a5eaf00a0bbbc319,d6cc56bc402a4685829f0de347af4c63,2024-10-18,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1068
8f3faf145b2e48d3ba8ea5bc99eedbf6,d6cc56bc402a4685829f0de347af4c63,2024-10-11,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1069
452dd4a71101438fb8341cd92dc1fad9,d6cc56bc402a4685829f0de347af4c63,2024-10-04,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1070
ca5ce81826d34cf6b1e4a16c3904d0fb,d6cc56bc402a4685829f0de347af4c63,2024-09-27,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1071
33d56ea3cb934e088e1c9a346564f3d1,d6cc56bc402a4685829f0de347af4c63,2024-09-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1072
8bb8c67c43fd4c67a40e9a838365a147,d6cc56bc402a4685829f0de347af4c63,2024-09-20,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1073
79128ff8403f4223adb95fc4055c296b,d6cc56bc402a4685829f0de347af4c63,2024-09-13,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1074
aabfde88617b40ef959f4e0e29b31475,d6cc56bc402a4685829f0de347af4c63,2024-09-06,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1075
6260fb8b741f4694bae8b61447ccaf52,d6cc56bc402a4685829f0de347af4c63,2024-08-30,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1076
b889c45097794a5f936d147139b3497e,d6cc56bc402a4685829f0de347af4c63,2024-08-23,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1077
bb57670dca5044f8bd38889ce53684c0,d6cc56bc402a4685829f0de347af4c63,2024-08-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1078
cddaf54ff8ef45dcb3d4d318d81aab72,d6cc56bc402a4685829f0de347af4c63,2024-08-16,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1079
6263cec3f797449794cb3ce6b74b0d0d,d6cc56bc402a4685829f0de347af4c63,2024-08-09,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1080
45bc19bd70214f5db77b41396002d7fb,d6cc56bc402a4685829f0de347af4c63,2024-08-02,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1081
03bb65c356ea43459327845818171ef8,d6cc56bc402a4685829f0de347af4c63,2024-07-26,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1082
93e8c786bc724487bd75e266c7c7e437,d6cc56bc402a4685829f0de347af4c63,2024-07-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1083
aa874e67e30d489984d479c7968ad8c5,d6cc56bc402a4685829f0de347af4c63,2024-07-19,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1084
d7b7d703641e4f88967626249a039814,d6cc56bc402a4685829f0de347af4c63,2024-07-12,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1085
2a186f7eb4a14a25b0c8ce05459a953f,d6cc56bc402a4685829f0de347af4c63,2024-07-05,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1086
ceb3c2e43354425d855b33f1dfff1faf,d6cc56bc402a4685829f0de347af4c63,2024-06-28,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1087
803014f2081849a3acb6a3f779f51db5,d6cc56bc402a4685829f0de347af4c63,2024-06-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1088
1eec9fc9d0e34547b0a4d901e74439b4,d6cc56bc402a4685829f0de347af4c63,2024-06-21,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1089
62fc17c696624e9caec66b9624af1daf,d6cc56bc402a4685829f0de347af4c63,2024-06-14,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1090
53e35d0a83be4808a22fb25e77538ee2,d6cc56bc402a4685829f0de347af4c63,2024-06-07,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1091
c2ca96c3e3974e678c1ea7866f65de89,d6cc56bc402a4685829f0de347af4c63,2024-05-31,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1092
fa2dae4f910f40f386a1ac7d5d7c8905,d6cc56bc402a4685829f0de347af4c63,2024-05-24,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1093
69d9c35f87064d38a4a12fcb0e362cd0,d6cc56bc402a4685829f0de347af4c63,2024-05-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1094
3bd3d71f742a41d98f4888ad2ec5e109,d6cc56bc402a4685829f0de347af4c63,2024-05-17,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1095
8e94dce1c746447f9868d2d5780e8935,d6cc56bc402a4685829f0de347af4c63,2024-05-10,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1096
a6d4eb87da8b4cb49cba9da32cd1064a,d6cc56bc402a4685829f0de347af4c63,2024-05-03,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1097
7d24011d803c4e8f8dd8045a078fd872,d6cc56bc402a4685829f0de347af4c63,2024-04-26,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1098
c66621ab41214bc88bf39b5b9c0af123,d6cc56bc402a4685829f0de347af4c63,2024-04-23,Salary,3210.0,GBP,BOOKED,DEFAULT,1099
60a8530a91c74089b96e788f0f192d60,d6cc56bc402a4685829f0de347af4c63,2024-04-19,Starbucks,-1.87,GBP,BOOKED,DEFAULT,1100
