id,accountId,date,description,amount,currency,status,type,providerTransactionId
5b22dcbf6f214928934701f288cb2b2f,41e035480df54e979ecd6234c2010921,2025-11-01,Interest Earned,-3.72,EUR,PENDING,DEFAULT,1002
c59c5698b5c74e6ea6238eca01e92697,41e035480df54e979ecd6234c2010921,2025-11-01,Dominos Pizza,-17.990000000000002,EUR,PENDING,DEFAULT,1001
87089d6e32a244a48ee25ad58c517543,41e035480df54e979ecd6234c2010921,2025-10-30,Red Lion Pub,-8.68,EUR,BOOKED,DEFAULT,1003
cc52a659a52c484f96a70f01e8f3f2f2,41e035480df54e979ecd6234c2010921,2025-10-30,Starbucks,-2.49,EUR,BOOKED,DEFAULT,1004
3977446884da4bbbbcf8279beba74d03,41e035480df54e979ecd6234c2010921,2025-10-28,McDonald's,-5.69,EUR,BOOKED,DEFAULT,1006
e32e498cfac4402c87747550f624a8c0,41e035480df54e979ecd6234c2010921,2025-10-28,Virgin Media,-23.990000000000002,EUR,BOOKED,DEFAULT,1005
72319fbd391b467c84b6c80c6962ff54,41e035480df54e979ecd6234c2010921,2025-10-27,Irish Rail,-27.900000000000002,EUR,BOOKED,DEFAULT,1009
973f426c13c54fcf8fac5270da9846dd,41e035480df54e979ecd6234c2010921,2025-10-27,Tesco Store,-29.990000000000002,EUR,BOOKED,DEFAULT,1008
da47cd708f6f486db98c00419afaad7c,41e035480df54e979ecd6234c2010921,2025-10-27,Texaco,-40.0,EUR,BOOKED,DEFAULT,1007
2d6c8553bc04422488f0493365e28617,41e035480df54e979ecd6234c2010921,2025-10-26,Bord Gáis Energy,-34.0,EUR,BOOKED,DEFAULT,1011
9116e6636d024b7189197a8e3e1e9449,41e035480df54e979ecd6234c2010921,2025-10-26,Zolando,-97.71000000000001,EUR,BOOKED,DEFAULT,1010
87481c2716bb44e9b7614e3b1ceaa86e,41e035480df54e979ecd6234c2010921,2025-10-25,B&Q,-9.790000000000001,EUR,BOOKED,DEFAULT,1012
d4ab207ee81845268c0b57e18b129e7b,41e035480df54e979ecd6234c2010921,2025-10-24,Bridge Cafe,-4.97,EUR,BOOKED,DEFAULT,1013
862ffc5c11e3472c8ce6323df3913b4b,41e035480df54e979ecd6234c2010921,2025-10-23,Starbucks,-2.49,EUR,BOOKED,DEFAULT,1015
e9d9b2a3c789459092b7999288560424,41e035480df54e979ecd6234c2010921,2025-10-23,H&M,-23.990000000000002,EUR,BOOKED,DEFAULT,1014
60de0bcba0df45f191baf6aeb6f34d15,41e035480df54e979ecd6234c2010921,2025-10-22,Tesco Store,-53.660000000000004,EUR,BOOKED,DEFAULT,1016
4186f65246c04e3fad0e0ed3e09a829b,41e035480df54e979ecd6234c2010921,2025-10-20,Tesco Store,-29.990000000000002,EUR,BOOKED,DEFAULT,1017
5eba425116104040b7a318c14623e5c3,41e035480df54e979ecd6234c2010921,2025-10-20,Lidl,-19.67,EUR,BOOKED,DEFAULT,1019
775736a1e47449028c9f35e10d888c5b,41e035480df54e979ecd6234c2010921,2025-10-20,Irish Rail,-27.900000000000002,EUR,BOOKED,DEFAULT,1018
b34fd1c138bf4209a9df2872d1383d58,41e035480df54e979ecd6234c2010921,2025-10-20,Markievicz Leisure Centre,-12.9,EUR,BOOKED,DEFAULT,1020
4c49c8ac2b504e79ae756c0d53044746,41e035480df54e979ecd6234c2010921,2025-10-19,Temple Bar,-24.96,EUR,BOOKED,DEFAULT,1021
94721076259b4e6a962e8b22a99ca64e,41e035480df54e979ecd6234c2010921,2025-10-17,Netflix,-11.99,EUR,BOOKED,DEFAULT,1022
9af3c6b1908d46fab05e61355e39d89a,41e035480df54e979ecd6234c2010921,2025-10-17,Boots Pharmacy,-3.79,EUR,BOOKED,DEFAULT,1023
6156635796e54514ad872e52a7d5566d,41e035480df54e979ecd6234c2010921,2025-10-16,Red Lion Pub,-8.68,EUR,BOOKED,DEFAULT,1025
e9a691b3c65c489f97125859e7f9c47a,41e035480df54e979ecd6234c2010921,2025-10-16,Starbucks,-2.49,EUR,BOOKED,DEFAULT,1026
f8597e342cdc4ad58aa39ef0816f68e7,41e035480df54e979ecd6234c2010921,2025-10-16,Currys Pc World,-129.99,EUR,BOOKED,DEFAULT,1024
d3647102e3274a24a098bdd15376b1b6,41e035480df54e979ecd6234c2010921,2025-10-15,Supervalu,-17.330000000000002,EUR,BOOKED,DEFAULT,1027
6a5f2dce620441909d2b106fbaa9fc91,41e035480df54e979ecd6234c2010921,2025-10-13,Tesco Store,-29.990000000000002,EUR,BOOKED,DEFAULT,1029
c9e482ec2f16496ba0f93919906b8601,41e035480df54e979ecd6234c2010921,2025-10-13,Irish Rail,-27.900000000000002,EUR,BOOKED,DEFAULT,1030
e3ffac3667c5490b97f76ca756ca2c81,41e035480df54e979ecd6234c2010921,2025-10-13,Texaco,-40.0,EUR,BOOKED,DEFAULT,1028
461a4d4b9fc84e48acbf87a306f3df09,41e035480df54e979ecd6234c2010921,2025-10-12,Atm Withdrawal,-20.0,EUR,BOOKED,DEFAULT,1032
559c9770fca14f7d8d7c71613fbc9ce7,41e035480df54e979ecd6234c2010921,2025-10-12,Spotify,-17.990000000000002,EUR,BOOKED,DEFAULT,1033
af7eada0b1c14aaa846e73eb3870d203,41e035480df54e979ecd6234c2010921,2025-10-12,Vodafone,-22.990000000000002,EUR,BOOKED,DEFAULT,1031
368ae5608cca424a9a93e3ee8836b5aa,41e035480df54e979ecd6234c2010921,2025-10-10,Savings Transfer,-200.0,EUR,BOOKED,TRANSFER,1034
a012ead61e2f4d76902e8db112feb67e,41e035480df54e979ecd6234c2010921,2025-10-10,Bridge Cafe,-4.97,EUR,BOOKED,DEFAULT,1035
fa123b7b42154855b584d4b5d61ea27c,6729b669f9e2456a9fbdee4e94d641c8,2025-10-10,Savings Transfer,200.0,EUR,BOOKED,TRANSFER,1001
b993975962634da3805456c41dd673b9,41e035480df54e979ecd6234c2010921,2025-10-09,Starbucks,-2.49,EUR,BOOKED,DEFAULT,1037
d4d85aba2b2d409983b5af38e5c63b35,41e035480df54e979ecd6234c2010921,2025-10-09,Amazon,-56.980000000000004,EUR,BOOKED,DEFAULT,1036
919c070f18ba49e0b49d3aa715ce50f2,41e035480df54e979ecd6234c2010921,2025-10-06,Tesco Store,-29.990000000000002,EUR,BOOKED,DEFAULT,1038
e3c69e1061c74d689c74de15ada33d6c,41e035480df54e979ecd6234c2010921,2025-10-06,Irish Rail,-27.900000000000002,EUR,BOOKED,DEFAULT,1039
84cd492ac33441acb99c8a835503d7f3,41e035480df54e979ecd6234c2010921,2025-10-05,Aviva Insurance,-34.85,EUR,BOOKED,DEFAULT,1040
73fefe220f5a417a8326565d8f8579f0,41e035480df54e979ecd6234c2010921,2025-10-03,Supervalu,-27.66,EUR,BOOKED,DEFAULT,1042
b4d1d938ee7b4ee8828d14d223cebbc4,41e035480df54e979ecd6234c2010921,2025-10-03,Rent,-650.0,EUR,BOOKED,DEFAULT,1041
104346cd84e84a399b96d82b479770fd,41e035480df54e979ecd6234c2010921,2025-10-02,Specsavers,-29.990000000000002,EUR,BOOKED,DEFAULT,1043
505cae6e32f14b85b46d52293fcc1979,41e035480df54e979ecd6234c2010921,2025-10-02,Salary,1887.03,EUR,BOOKED,DEFAULT,1046
8e8232bdd1c6424593ca6e69276426da,41e035480df54e979ecd6234c2010921,2025-10-02,Starbucks,-2.49,EUR,BOOKED,DEFAULT,1045
93e268dac348458da622b5a57f306472,41e035480df54e979ecd6234c2010921,2025-10-02,Red Lion Pub,-8.68,EUR,BOOKED,DEFAULT,1044
0e78056d4bac409f9c14048f1c2a3da7,41e035480df54e979ecd6234c2010921,2025-10-01,Dominos Pizza,-17.990000000000002,EUR,BOOKED,DEFAULT,1047
b1aa471e6e974ca58fe3ee84641378d4,41e035480df54e979ecd6234c2010921,2025-10-01,Interest Earned,-3.72,EUR,BOOKED,DEFAULT,1048
8a2b601b87104e60b6bffdebf5e998b5,41e035480df54e979ecd6234c2010921,2025-09-29,Texaco,-40.0,EUR,BOOKED,DEFAULT,1049
9598e0c5f0fc4ec8a1f64a7d33315ad6,41e035480df54e979ecd6234c2010921,2025-09-29,Irish Rail,-27.900000000000002,EUR,BOOKED,DEFAULT,1051
c1c599c0be5b44f6934a7f6817bd2290,41e035480df54e979ecd6234c2010921,2025-09-29,Tesco Store,-29.990000000000002,EUR,BOOKED,DEFAULT,1050
13c01d9eb66f46a1acd05614265999cc,41e035480df54e979ecd6234c2010921,2025-09-28,McDonald's,-5.69,EUR,BOOKED,DEFAULT,1053
77919284a76c4f82992add331758ee97,41e035480df54e979ecd6234c2010921,2025-09-28,Virgin Media,-23.990000000000002,EUR,BOOKED,DEFAULT,1052
087425be035447d9b4cb960287de6973,41e035480df54e979ecd6234c2010921,2025-09-26,Bord Gáis Energy,-34.0,EUR,BOOKED,DEFAULT,1055
16276a0bd4184815afff4423c471996f,41e035480df54e979ecd6234c2010921,2025-09-26,Bridge Cafe,-4.97,EUR,BOOKED,DEFAULT,1056
b612ba3ade714201add59271717a2b7a,41e035480df54e979ecd6234c2010921,2025-09-26,Zolando,-97.71000000000001,EUR,BOOKED,DEFAULT,1054
2eb52cd5c8cd4eb0afbcf1d2225772ac,41e035480df54e979ecd6234c2010921,2025-09-25,B&Q,-9.790000000000001,EUR,BOOKED,DEFAULT,1057
9cc08c5a0ada476e8b9eaee3b5722612,41e035480df54e979ecd6234c2010921,2025-09-25,Starbucks,-2.49,EUR,BOOKED,DEFAULT,1058
143d68a35d8a49c3ab8ee2107c541eac,41e035480df54e979ecd6234c2010921,2025-09-23,H&M,-23.990000000000002,EUR,BOOKED,DEFAULT,1059
59e98ee329cf41a1b6b5c433367ee020,41e035480df54e979ecd6234c2010921,2025-09-22,Tesco Store,-53.660000000000004,EUR,BOOKED,DEFAULT,1060
aeddbfb1ec8f417ea8ea23074f33be51,41e035480df54e979ecd6234c2010921,2025-09-22,Tesco Store,-29.990000000000002,EUR,BOOKED,DEFAULT,1061
ce962dc283564b37978d0d13cab1031b,41e035480df54e979ecd6234c2010921,2025-09-22,Irish Rail,-27.900000000000002,EUR,BOOKED,DEFAULT,1062
744ddd2dd3674a05a7aa9aad97e0a65e,41e035480df54e979ecd6234c2010921,2025-09-20,Lidl,-19.67,EUR,BOOKED,DEFAULT,1063
f452c450d8d5409ead5a422d57f22616,41e035480df54e979ecd6234c2010921,2025-09-20,Markievicz Leisure Centre,-12.9,EUR,BOOKED,DEFAULT,1064
5846f822b42041babed86332eb5c7d4d,41e035480df54e979ecd6234c2010921,2025-09-19,Temple Bar,-24.96,EUR,BOOKED,DEFAULT,1065
8303e0878f264cb9bb05ad006502a419,41e035480df54e979ecd6234c2010921,2025-09-18,Red Lion Pub,-8.68,EUR,BOOKED,DEFAULT,1066
d0a8fec29e2141718b320265b8a73716,41e035480df54e979ecd6234c2010921,2025-09-18,Starbucks,-2.49,EUR,BOOKED,DEFAULT,1067
5cbca2ba462949968773ee9470247ef0,41e035480df54e979ecd6234c2010921,2025-09-17,Netflix,-11.99,EUR,BOOKED,DEFAULT,1068
829d9bd46a834ea18fcaaaf880cd5de1,41e035480df54e979ecd6234c2010921,2025-09-17,Boots Pharmacy,-3.79,EUR,BOOKED,DEFAULT,1069
e845a101abaf40beb9d1b4ca9c0aec96,41e035480df54e979ecd6234c2010921,2025-09-16,Currys Pc World,-129.99,EUR,BOOKED,DEFAULT,1070
6b52911fbc44460c8701bc36c9e0d9a8,41e035480df54e979ecd6234c2010921,2025-09-15,Supervalu,-17.330000000000002,EUR,BOOKED,DEFAULT,1074
a3723c6ecf844f05be20728d1de9091f,41e035480df54e979ecd6234c2010921,2025-09-15,Tesco Store,-29.990000000000002,EUR,BOOKED,DEFAULT,1072
a4a34d786d4d4fe1b9e3f70fed97ad7b,41e035480df54e979ecd6234c2010921,2025-09-15,Texaco,-40.0,EUR,BOOKED,DEFAULT,1071
d5cf48f0a6e8452caadb694e897d35a5,41e035480df54e979ecd6234c2010921,2025-09-15,Irish Rail,-27.900000000000002,EUR,BOOKED,DEFAULT,1073
7093baea5a794346adbeee7f63a981d4,41e035480df54e979ecd6234c2010921,2025-09-12,Atm Withdrawal,-20.0,EUR,BOOKED,DEFAULT,1076
8221085619764263969b16729c4ade87,41e035480df54e979ecd6234c2010921,2025-09-12,Vodafone,-22.990000000000002,EUR,BOOKED,DEFAULT,1075
ebc8c9303b4741a28220d12990cb1be5,41e035480df54e979ecd6234c2010921,2025-09-12,Bridge Cafe,-4.97,EUR,BOOKED,DEFAULT,1078
f6cd8a2802c84f11b44848e60692e045,41e035480df54e979ecd6234c2010921,2025-09-12,Spotify,-17.990000000000002,EUR,BOOKED,DEFAULT,1077
7525b59f384d48859a6f5bde828c7821,41e035480df54e979ecd6234c2010921,2025-09-11,Starbucks,-2.49,EUR,BOOKED,DEFAULT,1079
2811c54a68d74577ada8bb07b03dfe37,6729b669f9e2456a9fbdee4e94d641c8,2025-09-10,Savings Transfer,200.0,EUR,BOOKED,TRANSFER,1002
f2b77396112446ef919737813792cb55,41e035480df54e979ecd6234c2010921,2025-09-10,Savings Transfer,-200.0,EUR,BOOKED,TRANSFER,1080
c7683ab28aff48f6bc7fe5f428c61533,41e035480df54e979ecd6234c2010921,2025-09-09,Amazon,-56.980000000000004,EUR,BOOKED,DEFAULT,1081
9b6920ea87094090829e87e301b1ff5a,41e035480df54e979ecd6234c2010921,2025-09-08,Tesco Store,-29.990000000000002,EUR,BOOKED,DEFAULT,1082
f21151a8e7ec49cc8caff7996b3afc31,41e035480df54e979ecd6234c2010921,2025-09-08,Irish Rail,-27.900000000000002,EUR,BOOKED,DEFAULT,1083
a11791a762544feeac877d2191e94f27,41e035480df54e979ecd6234c2010921,2025-09-05,Aviva Insurance,-34.85,EUR,BOOKED,DEFAULT,1084
e25c7fc8ceb64af5b78ddcc461b917aa,41e035480df54e979ecd6234c2010921,2025-09-04,Starbucks,-2.49,EUR,BOOKED,DEFAULT,1086
ebdcd95fb3734728830ed632741bca22,41e035480df54e979ecd6234c2010921,2025-09-04,Red Lion Pub,-8.68,EUR,BOOKED,DEFAULT,1085
506475136fa84cfd9a7fddc2f93b1f15,41e035480df54e979ecd6234c2010921,2025-09-03,Supervalu,-27.66,EUR,BOOKED,DEFAULT,1088
939904f47dcd471bb76496c664032b08,41e035480df54e979ecd6234c2010921,2025-09-03,Rent,-650.0,EUR,BOOKED,DEFAULT,1087
