transaction_id,account_id,category_id,date,merchant_name,description,amount,currency_code,payment_channel,pending
11bb1a7e-c9cc-4eac-b2c5-2fbee7adec6b,000000 - 00000111,none,2023-11-06,VDP-ALIEXPRESS.COM,none,-43.44,EUR,none,False
0779fe03-b534-4b20-a280-3e93c8d1a216,000000 - 00000111,none,2023-11-06,VDP-Zara.com,none,-8.94,EUR,none,False
ea42c23c-a4c5-46fa-b11b-6f8932be5fca,000000 - 00000111,none,2023-11-07,VDP-IT TRALEE SERV,none,-95.0,EUR,none,False
df667193-dc24-4404-b6d3-5b0519a05490,000000 - 00000111,none,2023-11-07,VDC-IT TRALEE NORT,none,-4.6,EUR,none,False
8a79a5d7-b99f-4aa5-b8b5-e8de3be120c7,000000 - 00000001,none,2023-11-07,VDP-IT TRALEE SERV,none,-95.0,EUR,none,False
9c1c3868-400b-478f-a404-1a5656742489,000000 - 00000111,none,2023-11-08,VDC-IT TRALEE NORT,none,-5.6,EUR,none,False
b8782af4-d05d-40e9-ad95-d49129125717,000000 - 00000111,none,2023-11-10,VDC-LIDL IRELAND L,none,-20.32,EUR,none,False
7ebc58d5-786d-4fc1-92a4-40f0c50221c2,000000 - 00000111,none,2023-11-10,VDC-IT TRALEE NORT,none,-1.75,EUR,none,False
d0ca7b47-1d74-4bf6-9096-ccd153d71709,000000 - 00000111,none,2023-11-10,VDC-IT TRALEE NORT,none,-1.6,EUR,none,False
293b0048-c26b-4faf-bff4-823265af7423,000000 - 00000111,none,2023-11-10,VDC-IT TRALEE NORT,none,-1.4,EUR,none,False
b8870312-c30d-4a55-97c2-8fe997f68569,000000 - 00000111,none,2023-11-13,VDC-PEPCO 1624,none,-3.25,EUR,none,False
041c429a-e056-48a9-94e6-036130380370,000000 - 00000111,none,2023-11-13,VDC-LIDL IRELAND L,none,-3.44,EUR,none,False
bd3f3368-b713-4242-8e1a-80c58d4f350d,000000 - 00000111,none,2023-11-13,VDC-IT TRALEE NORT,none,-1.75,EUR,none,False
0f73c49c-5f86-477b-91d0-1f09880b1448,000000 - 00000111,none,2023-11-13,VDC-DUNNES TRALEE,none,-2.0,EUR,none,False
2596a84f-d470-4570-8722-444a814e1da6,000000 - 00000111,none,2023-11-15,VDC-IT TRALEE NORT,none,-1.75,EUR,none,False
cef73f57-a9ca-4a47-a3d3-d96d0d478007,000000 - 00000111,none,2023-11-15,T00000044,SCHOLARSHIP,0.0,EUR,none,False
d996a1e7-0679-4879-818f-9b2e445d3498,000000 - 00000001,none,2023-11-15,T00000022,SCHOLARSHIP,0.0,EUR,none,False
711eca43-130f-4381-a0a0-9ae1bda9b142,000000 - 00000111,none,2023-11-16,VDC-IT TRALEE NORT,none,-1.7,EUR,none,False
ec64502c-c679-40f4-956e-250fb14af63a,000000 - 00000111,none,2023-11-16,VDC-IT TRALEE NORT,none,-2.35,EUR,none,False
50563238-768f-44f3-9576-c0f9df1db253,000000 - 00000111,none,2023-11-16,VDC-LIDL IRELAND L,none,-7.48,EUR,none,False
79d5ce67-3987-46d5-a389-e55f7c26a5df,000000 - 00000001,none,2023-11-17,VDP-PEPCO 1624,none,-2.0,EUR,none,False
d99296c0-3c4e-4a14-86b0-7274bc532272,000000 - 00000111,none,2023-11-17,VDC-LIDL IRELAND L,none,-2.35,EUR,none,False
d423d9cc-7cbc-4a21-8236-951046e430f6,000000 - 00000111,none,2023-11-20,VDP-SHEIN.COM,none,-54.96,EUR,none,False
